seed,outcome,success,episode_length,total_reward,detected,detection_time,intercept_time,min_enemy_soldier_dist,min_defender_enemy_dist,final_enemy_soldier_dist,final_defender_enemy_dist,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius
0,intercepted,1,14,279.54785,1,10,14,6.850677,1.2831581,6.850677,1.2831581,12.0,18.0,15.0,2.5,2.0
1,soldier_caught,0,22,189.4942,1,12,-1,0.8273141,3.5029294,0.8273141,3.5029294,12.0,18.0,15.0,2.5,2.0
2,soldier_caught,0,22,121.98483,1,10,-1,1.9001012,3.059886,1.9001012,7.440532,12.0,18.0,15.0,2.5,2.0
3,soldier_caught,0,13,113.10768,1,9,-1,1.8347726,5.9500628,1.8347726,8.884069,12.0,18.0,15.0,2.5,2.0
4,soldier_caught,0,26,67.14415,1,14,-1,1.6601462,4.395221,1.6601462,9.8522625,12.0,18.0,15.0,2.5,2.0
5,intercepted,1,32,299.19174,1,11,32,2.397998,0.9627613,5.5521436,0.9627613,12.0,18.0,15.0,2.5,2.0
6,soldier_caught,0,13,105.56354,1,10,-1,1.8410249,5.6768026,1.8410249,5.715665,12.0,18.0,15.0,2.5,2.0
7,intercepted,1,20,315.34384,1,12,20,2.013792,1.4215043,4.46751,1.4215043,12.0,18.0,15.0,2.5,2.0
8,intercepted,1,15,408.4137,1,12,15,8.335613,0.8862176,10.244365,0.8862176,12.0,18.0,15.0,2.5,2.0
9,soldier_caught,0,14,151.21722,1,10,-1,1.9628491,2.8743906,1.9628491,8.030209,12.0,18.0,15.0,2.5,2.0
10,unsafe_intercept,0,27,24.364014,1,8,-1,2.2642453,2.452362,2.2642453,2.452362,12.0,18.0,15.0,2.5,2.0
11,intercepted,1,13,248.82881,1,12,13,6.5241723,2.3118622,6.5241723,2.3118622,12.0,18.0,15.0,2.5,2.0
12,intercepted,1,23,365.12653,1,14,23,4.8139024,1.9094107,8.037542,1.9094107,12.0,18.0,15.0,2.5,2.0
13,soldier_caught,0,20,131.50244,1,16,-1,1.846392,4.4848433,1.846392,8.079433,12.0,18.0,15.0,2.5,2.0
14,soldier_caught,0,11,71.99451,1,8,-1,1.8982773,5.5422907,1.8982773,6.2090898,12.0,18.0,15.0,2.5,2.0
15,soldier_caught,0,17,121.02051,1,13,-1,1.7008288,3.6982372,1.7008288,5.6499047,12.0,18.0,15.0,2.5,2.0
16,soldier_caught,0,21,73.79088,1,10,-1,0.9368945,3.7657943,0.9368945,5.9578404,12.0,18.0,15.0,2.5,2.0
17,soldier_caught,0,17,112.10698,1,9,-1,0.6809993,2.7710774,0.6809993,6.3854556,12.0,18.0,15.0,2.5,2.0
18,soldier_caught,0,19,99.53256,1,13,-1,1.4187804,5.285981,1.4187804,6.4976816,12.0,18.0,15.0,2.5,2.0
19,intercepted,1,19,301.36902,1,14,19,3.281865,0.7065102,4.1218033,0.7065102,12.0,18.0,15.0,2.5,2.0
20,unsafe_intercept,0,15,65.17386,1,8,-1,2.470913,0.3481374,2.470913,0.3481374,12.0,18.0,15.0,2.5,2.0
21,intercepted,1,13,327.94928,1,10,13,4.0091643,1.4387529,4.0091643,1.4387529,12.0,18.0,15.0,2.5,2.0
22,intercepted,1,15,355.78326,1,11,15,3.9066908,1.935263,5.181301,1.935263,12.0,18.0,15.0,2.5,2.0
23,soldier_caught,0,28,92.8685,1,10,-1,1.0490384,2.1736667,1.0490384,2.1736667,12.0,18.0,15.0,2.5,2.0
24,intercepted,1,8,276.76227,1,7,8,6.401523,1.5315323,6.401523,1.5315323,12.0,18.0,15.0,2.5,2.0
25,soldier_caught,0,15,158.43817,1,14,-1,1.0276468,3.3541298,1.0276468,3.3541298,12.0,18.0,15.0,2.5,2.0
26,intercepted,1,14,313.0373,1,10,14,8.41247,2.4115992,8.41247,2.4115992,12.0,18.0,15.0,2.5,2.0
27,soldier_caught,0,20,81.65939,1,10,-1,1.5240359,3.1385176,1.5240359,8.981959,12.0,18.0,15.0,2.5,2.0
28,soldier_caught,0,18,152.48236,1,12,-1,1.8513391,4.5339646,1.8513391,10.352505,12.0,18.0,15.0,2.5,2.0
29,intercepted,1,22,284.79575,1,7,22,2.1669781,1.7943239,5.112146,1.7943239,12.0,18.0,15.0,2.5,2.0
30,soldier_caught,0,12,114.726944,1,10,-1,1.4225085,5.4196415,1.4225085,9.767189,12.0,18.0,15.0,2.5,2.0
31,soldier_caught,0,18,130.38878,1,9,-1,1.8841782,3.3651671,1.8841782,4.362574,12.0,18.0,15.0,2.5,2.0
32,soldier_caught,0,24,110.56792,1,10,-1,1.6136215,2.571856,1.6136215,6.8367763,12.0,18.0,15.0,2.5,2.0
33,intercepted,1,12,317.8277,1,10,12,5.0093403,1.1418834,5.0093403,1.1418834,12.0,18.0,15.0,2.5,2.0
34,soldier_caught,0,18,125.89453,1,12,-1,0.37315482,2.749077,0.37315482,2.749077,12.0,18.0,15.0,2.5,2.0
35,soldier_caught,0,10,83.580246,1,9,-1,1.4747838,4.719653,1.4747838,4.719653,12.0,18.0,15.0,2.5,2.0
36,soldier_caught,0,22,62.259796,1,9,-1,0.99819374,2.5942762,0.99819374,6.642539,12.0,18.0,15.0,2.5,2.0
37,soldier_caught,0,14,118.36015,1,8,-1,0.12678899,3.731849,0.12678899,15.821541,12.0,18.0,15.0,2.5,2.0
38,soldier_caught,0,18,141.25568,1,14,-1,1.0131897,5.1876626,1.0131897,8.59063,12.0,18.0,15.0,2.5,2.0
39,soldier_caught,0,17,104.39441,1,8,-1,1.8490875,4.8814816,1.8490875,7.653487,12.0,18.0,15.0,2.5,2.0
40,soldier_caught,0,21,100.129456,1,13,-1,1.701873,3.0448637,1.701873,7.2400966,12.0,18.0,15.0,2.5,2.0
41,soldier_caught,0,16,139.58067,1,12,-1,1.0475762,4.449214,1.0475762,8.988397,12.0,18.0,15.0,2.5,2.0
42,soldier_caught,0,11,132.21515,1,9,-1,0.9473715,3.7786314,0.9473715,6.537508,12.0,18.0,15.0,2.5,2.0
43,intercepted,1,20,382.36887,1,18,20,5.3408947,1.9638786,5.3408947,1.9638786,12.0,18.0,15.0,2.5,2.0
44,soldier_caught,0,34,147.8094,1,8,-1,1.4353175,3.0038955,1.4353175,7.932015,12.0,18.0,15.0,2.5,2.0
45,soldier_caught,0,16,90.65291,1,8,-1,1.6770961,4.2228637,1.6770961,8.27673,12.0,18.0,15.0,2.5,2.0
46,soldier_caught,0,16,148.14847,1,11,-1,1.4683957,1.5782418,1.4683957,1.5782418,12.0,18.0,15.0,2.5,2.0
47,soldier_caught,0,14,61.866104,1,10,-1,1.9022613,4.6373167,1.9022613,8.172385,12.0,18.0,15.0,2.5,2.0
48,soldier_caught,0,20,114.29074,1,14,-1,1.1862006,3.9822311,1.1862006,11.043341,12.0,18.0,15.0,2.5,2.0
49,intercepted,1,22,296.568,1,9,22,2.8695242,1.7706468,3.940781,1.7706468,12.0,18.0,15.0,2.5,2.0
50,intercepted,1,26,354.0713,1,13,26,2.8750205,1.884165,5.8529773,1.884165,12.0,18.0,15.0,2.5,2.0
51,soldier_caught,0,20,47.759705,1,10,-1,1.422192,3.0818138,1.422192,4.9825215,12.0,18.0,15.0,2.5,2.0
52,soldier_caught,0,16,118.68013,1,10,-1,1.8913996,4.222244,1.8913996,5.062394,12.0,18.0,15.0,2.5,2.0
53,soldier_caught,0,16,92.341156,1,9,-1,1.699893,3.999759,1.699893,10.457322,12.0,18.0,15.0,2.5,2.0
54,soldier_caught,0,31,119.77261,1,9,-1,1.6812091,3.0276618,1.6812091,8.414002,12.0,18.0,15.0,2.5,2.0
55,intercepted,1,35,379.0665,1,14,35,2.9225183,1.592642,5.2842464,1.592642,12.0,18.0,15.0,2.5,2.0
56,intercepted,1,27,340.64902,1,14,27,2.1853085,2.0753152,5.4600735,2.0753152,12.0,18.0,15.0,2.5,2.0
57,intercepted,1,17,324.56445,1,7,17,5.1704135,2.3285244,5.5346546,2.3285244,12.0,18.0,15.0,2.5,2.0
58,soldier_caught,0,38,149.64566,1,11,-1,1.9444312,2.5064445,1.9444312,9.41535,12.0,18.0,15.0,2.5,2.0
59,intercepted,1,14,368.9349,1,11,14,4.934943,2.3759377,4.934943,2.3759377,12.0,18.0,15.0,2.5,2.0
60,soldier_caught,0,18,150.7354,1,14,-1,0.94456273,4.3512783,0.94456273,5.76285,12.0,18.0,15.0,2.5,2.0
61,soldier_caught,0,14,134.60112,1,9,-1,1.9948577,3.5587046,1.9948577,4.8983145,12.0,18.0,15.0,2.5,2.0
62,intercepted,1,20,350.38876,1,11,20,2.1269004,2.4771197,5.115085,2.4771197,12.0,18.0,15.0,2.5,2.0
63,intercepted,1,14,334.84564,1,13,14,8.358001,1.1006541,8.358001,1.1006541,12.0,18.0,15.0,2.5,2.0
64,intercepted,1,16,265.54486,1,7,16,4.1461916,0.76409376,4.4391427,0.76409376,12.0,18.0,15.0,2.5,2.0
65,soldier_caught,0,59,113.95627,1,9,-1,1.5341545,3.0116456,1.5341545,9.00964,12.0,18.0,15.0,2.5,2.0
66,soldier_caught,0,13,108.26552,1,10,-1,1.946461,6.7896624,1.946461,8.385079,12.0,18.0,15.0,2.5,2.0
67,soldier_caught,0,11,124.58884,1,9,-1,1.956612,4.166317,1.956612,10.4990635,12.0,18.0,15.0,2.5,2.0
68,intercepted,1,15,288.6496,1,14,15,3.7335343,1.7309116,3.7335343,1.7309116,12.0,18.0,15.0,2.5,2.0
69,soldier_caught,0,19,126.27426,1,14,-1,1.6888162,2.5619597,1.6888162,2.741657,12.0,18.0,15.0,2.5,2.0
70,intercepted,1,35,284.523,1,12,35,3.257402,1.6997634,5.6780105,1.6997634,12.0,18.0,15.0,2.5,2.0
71,intercepted,1,16,275.03296,1,8,16,2.9647298,2.0666323,3.6193826,2.0666323,12.0,18.0,15.0,2.5,2.0
72,soldier_caught,0,14,134.6741,1,12,-1,1.7913219,6.8757296,1.7913219,6.8757296,12.0,18.0,15.0,2.5,2.0
73,soldier_caught,0,16,83.05945,1,10,-1,1.6799252,4.3281627,1.6799252,6.7741804,12.0,18.0,15.0,2.5,2.0
74,intercepted,1,8,268.67328,1,7,8,10.557365,1.284037,10.557365,1.284037,12.0,18.0,15.0,2.5,2.0
75,soldier_caught,0,25,103.73369,1,12,-1,0.20281804,3.246816,0.20281804,3.9652417,12.0,18.0,15.0,2.5,2.0
76,intercepted,1,13,326.65088,1,12,13,7.0370517,2.3155646,7.0370517,2.3155646,12.0,18.0,15.0,2.5,2.0
77,intercepted,1,12,322.0768,1,8,12,4.0648108,0.7430978,4.0648108,0.7430978,12.0,18.0,15.0,2.5,2.0
78,intercepted,1,14,315.93103,1,13,14,4.470525,1.7560519,4.470525,1.7560519,12.0,18.0,15.0,2.5,2.0
79,intercepted,1,16,367.30832,1,14,16,7.629828,1.4489285,7.629828,1.4489285,12.0,18.0,15.0,2.5,2.0
80,soldier_caught,0,35,131.93173,1,11,-1,1.8098749,2.8072472,1.8098749,3.95337,12.0,18.0,15.0,2.5,2.0
81,intercepted,1,23,287.3958,1,14,23,4.1035314,1.1360798,4.1035314,1.1360798,12.0,18.0,15.0,2.5,2.0
82,intercepted,1,14,279.6596,1,13,14,6.0825667,1.4348271,6.0825667,1.4348271,12.0,18.0,15.0,2.5,2.0
83,intercepted,1,16,367.76013,1,11,16,8.125301,1.0095209,8.125301,1.0095209,12.0,18.0,15.0,2.5,2.0
84,soldier_caught,0,17,176.54889,1,15,-1,0.74782777,3.8366237,0.74782777,7.5264697,12.0,18.0,15.0,2.5,2.0
85,intercepted,1,9,303.989,1,7,9,4.2151885,0.7818785,5.167803,0.7818785,12.0,18.0,15.0,2.5,2.0
86,soldier_caught,0,14,93.609985,1,11,-1,0.6828576,4.4947677,0.6828576,7.4005294,12.0,18.0,15.0,2.5,2.0
87,soldier_caught,0,25,165.39667,1,15,-1,1.9469917,2.8450298,1.9469917,5.5383825,12.0,18.0,15.0,2.5,2.0
88,intercepted,1,37,304.90466,1,10,37,2.6076086,2.486657,5.5375047,2.486657,12.0,18.0,15.0,2.5,2.0
89,intercepted,1,57,249.65402,1,10,57,2.3169057,1.5900803,5.887092,1.5900803,12.0,18.0,15.0,2.5,2.0
90,soldier_caught,0,25,121.089066,1,7,-1,1.7011606,2.6215007,1.7011606,2.6215007,12.0,18.0,15.0,2.5,2.0
91,intercepted,1,26,354.7665,1,11,26,2.691532,2.079823,8.024849,2.079823,12.0,18.0,15.0,2.5,2.0
92,unsafe_intercept,0,19,67.64366,1,11,-1,2.1946778,2.0008771,3.0848823,2.0008771,12.0,18.0,15.0,2.5,2.0
93,unsafe_intercept,0,27,32.940384,1,7,-1,2.3662405,2.1064072,2.6327052,2.1064072,12.0,18.0,15.0,2.5,2.0
94,intercepted,1,15,338.69104,1,9,15,2.8409524,1.4727285,5.0286293,1.4727285,12.0,18.0,15.0,2.5,2.0
95,soldier_caught,0,20,187.5987,1,13,-1,0.8849563,1.2024562,0.8849563,1.2024562,12.0,18.0,15.0,2.5,2.0
96,intercepted,1,15,304.33597,1,11,15,3.7018166,2.192954,3.916495,2.192954,12.0,18.0,15.0,2.5,2.0
97,intercepted,1,15,272.21747,1,14,15,7.872377,1.9488002,7.872377,1.9488002,12.0,18.0,15.0,2.5,2.0
98,intercepted,1,18,365.2167,1,10,18,2.7157848,1.0281918,5.4054585,1.0281918,12.0,18.0,15.0,2.5,2.0
99,soldier_caught,0,14,48.590347,1,7,-1,0.78763795,3.8581548,0.78763795,10.029553,12.0,18.0,15.0,2.5,2.0
100,intercepted,1,34,270.24658,1,7,34,2.0983067,2.2423124,6.2534156,2.2423124,12.0,18.0,15.0,2.5,2.0
101,intercepted,1,42,275.38776,1,10,42,2.037378,1.6758436,3.6336915,1.6758436,12.0,18.0,15.0,2.5,2.0
102,unsafe_intercept,0,11,21.128143,1,10,-1,3.4930248,0.53042555,3.4930248,0.53042555,12.0,18.0,15.0,2.5,2.0
103,unsafe_intercept,0,28,36.718216,1,10,-1,2.2794552,2.343666,3.4021423,2.343666,12.0,18.0,15.0,2.5,2.0
104,soldier_caught,0,23,98.5708,1,19,-1,1.5723168,4.5029726,1.5723168,9.029558,12.0,18.0,15.0,2.5,2.0
105,soldier_caught,0,35,136.4354,1,11,-1,0.69941074,2.5266767,0.69941074,3.9805882,12.0,18.0,15.0,2.5,2.0
106,soldier_caught,0,17,141.70767,1,12,-1,1.2581538,3.5231977,1.2581538,13.199839,12.0,18.0,15.0,2.5,2.0
107,unsafe_intercept,0,19,41.53018,1,13,-1,2.4882953,0.64799786,3.3506718,0.64799786,12.0,18.0,15.0,2.5,2.0
108,intercepted,1,18,332.10745,1,14,18,9.116668,2.1789086,9.116668,2.1789086,12.0,18.0,15.0,2.5,2.0
109,intercepted,1,16,342.87857,1,12,16,8.852995,1.5762651,8.852995,1.5762651,12.0,18.0,15.0,2.5,2.0
110,soldier_caught,0,17,69.60031,1,10,-1,0.35576472,3.6706948,0.35576472,12.545787,12.0,18.0,15.0,2.5,2.0
111,intercepted,1,25,351.19745,1,18,25,2.0905335,2.3569071,4.8635907,2.3569071,12.0,18.0,15.0,2.5,2.0
112,soldier_caught,0,13,130.35553,1,9,-1,1.4296756,3.600683,1.4296756,4.0491185,12.0,18.0,15.0,2.5,2.0
113,soldier_caught,0,14,166.45145,1,12,-1,1.9084021,2.0030546,1.9084021,2.0030546,12.0,18.0,15.0,2.5,2.0
114,soldier_caught,0,13,101.594894,1,10,-1,1.2696573,4.8076105,1.2696573,4.8076105,12.0,18.0,15.0,2.5,2.0
115,soldier_caught,0,12,63.642532,1,7,-1,0.93960434,3.460006,0.93960434,5.332643,12.0,18.0,15.0,2.5,2.0
116,intercepted,1,18,356.01273,1,12,18,2.1562886,2.0981715,4.7011867,2.0981715,12.0,18.0,15.0,2.5,2.0
117,soldier_caught,0,18,108.556,1,9,-1,1.3752683,2.580106,1.3752683,3.0827055,12.0,18.0,15.0,2.5,2.0
118,soldier_caught,0,17,156.03116,1,14,-1,1.2187399,4.265388,1.2187399,5.6740384,12.0,18.0,15.0,2.5,2.0
119,soldier_caught,0,20,109.58359,1,14,-1,1.9611282,3.1395137,1.9611282,8.768999,12.0,18.0,15.0,2.5,2.0
120,soldier_caught,0,34,190.16342,1,16,-1,1.7447531,4.0719514,1.7447531,8.932111,12.0,18.0,15.0,2.5,2.0
121,intercepted,1,42,310.82867,1,9,42,2.0862377,1.2635195,7.275021,1.2635195,12.0,18.0,15.0,2.5,2.0
122,soldier_caught,0,21,149.77457,1,16,-1,1.8128006,6.5812316,1.8128006,7.664186,12.0,18.0,15.0,2.5,2.0
123,intercepted,1,18,347.70203,1,12,18,2.6101162,1.9375321,6.3324194,1.9375321,12.0,18.0,15.0,2.5,2.0
124,soldier_caught,0,17,60.8179,1,12,-1,1.752382,3.9473968,1.752382,6.8435307,12.0,18.0,15.0,2.5,2.0
125,intercepted,1,10,320.3762,1,8,10,8.184511,2.2434812,8.184511,2.2434812,12.0,18.0,15.0,2.5,2.0
126,soldier_caught,0,18,96.06079,1,12,-1,1.6755363,4.015738,1.6755363,8.17297,12.0,18.0,15.0,2.5,2.0
127,soldier_caught,0,17,153.062,1,14,-1,1.6069868,3.516438,1.6069868,3.516438,12.0,18.0,15.0,2.5,2.0
128,intercepted,1,22,290.85022,1,8,22,4.1829576,2.1835704,4.1829576,2.1835704,12.0,18.0,15.0,2.5,2.0
129,soldier_caught,0,19,87.157104,1,10,-1,1.1779003,3.6354728,1.1779003,7.5031486,12.0,18.0,15.0,2.5,2.0
130,intercepted,1,33,373.4566,1,17,33,2.4731376,2.1936977,5.5246763,2.1936977,12.0,18.0,15.0,2.5,2.0
131,intercepted,1,16,239.9207,1,15,16,7.247237,1.5253346,7.247237,1.5253346,12.0,18.0,15.0,2.5,2.0
132,soldier_caught,0,22,113.25273,1,12,-1,1.7236414,3.0919247,1.7236414,3.0919247,12.0,18.0,15.0,2.5,2.0
133,intercepted,1,25,298.8318,1,12,25,2.1080513,1.0400331,6.458809,1.0400331,12.0,18.0,15.0,2.5,2.0
134,intercepted,1,12,302.95016,1,7,12,8.943164,1.2751026,8.943164,1.2751026,12.0,18.0,15.0,2.5,2.0
135,soldier_caught,0,42,97.56369,1,13,-1,1.4612243,2.899152,1.4612243,7.989598,12.0,18.0,15.0,2.5,2.0
136,soldier_caught,0,18,183.45218,1,12,-1,0.5758091,4.187946,0.5758091,17.573486,12.0,18.0,15.0,2.5,2.0
137,soldier_caught,0,14,132.09828,1,10,-1,1.4010661,4.3602877,1.4010661,5.59263,12.0,18.0,15.0,2.5,2.0
138,soldier_caught,0,16,112.22258,1,9,-1,1.8956493,4.224148,1.8956493,4.41444,12.0,18.0,15.0,2.5,2.0
139,soldier_caught,0,44,43.956787,1,5,-1,1.6646063,2.6814098,1.6646063,5.0209503,12.0,18.0,15.0,2.5,2.0
140,intercepted,1,13,307.91125,1,10,13,7.6113696,0.640261,7.6113696,0.640261,12.0,18.0,15.0,2.5,2.0
141,soldier_caught,0,35,187.50037,1,11,-1,1.5101795,2.591437,1.5101795,9.9323,12.0,18.0,15.0,2.5,2.0
142,intercepted,1,22,301.8161,1,13,22,4.0523486,0.5558386,7.986968,0.5558386,12.0,18.0,15.0,2.5,2.0
143,intercepted,1,19,396.72516,1,15,19,14.969447,1.9688423,14.969447,1.9688423,12.0,18.0,15.0,2.5,2.0
144,intercepted,1,15,382.19296,1,12,15,8.662579,1.3596091,8.662579,1.3596091,12.0,18.0,15.0,2.5,2.0
145,soldier_caught,0,15,92.88196,1,9,-1,1.352989,3.7208111,1.352989,12.78942,12.0,18.0,15.0,2.5,2.0
146,intercepted,1,19,292.6676,1,9,19,3.7163281,2.215405,6.481011,2.215405,12.0,18.0,15.0,2.5,2.0
147,intercepted,1,20,305.39987,1,14,20,3.0157,1.5927519,4.6060104,1.5927519,12.0,18.0,15.0,2.5,2.0
148,intercepted,1,17,317.47705,1,9,17,2.2772546,0.9209534,4.4210334,0.9209534,12.0,18.0,15.0,2.5,2.0
149,soldier_caught,0,17,84.2735,1,7,-1,1.4428335,3.8712008,1.4428335,4.068854,12.0,18.0,15.0,2.5,2.0
150,intercepted,1,12,338.52213,1,11,12,8.606789,2.3388247,8.606789,2.3388247,12.0,18.0,15.0,2.5,2.0
151,soldier_caught,0,21,111.343796,1,8,-1,1.0785031,2.6070764,1.0785031,4.719613,12.0,18.0,15.0,2.5,2.0
152,soldier_caught,0,12,129.09592,1,7,-1,1.3414664,5.4015684,1.3414664,7.4974556,12.0,18.0,15.0,2.5,2.0
153,soldier_caught,0,10,78.54277,1,7,-1,0.6959795,4.2906384,0.6959795,4.2906384,12.0,18.0,15.0,2.5,2.0
154,intercepted,1,11,321.7511,1,7,11,13.101414,1.399262,13.101414,1.399262,12.0,18.0,15.0,2.5,2.0
155,soldier_caught,0,17,100.97414,1,10,-1,1.6200192,3.2715645,1.6200192,12.298484,12.0,18.0,15.0,2.5,2.0
156,intercepted,1,14,342.48294,1,13,14,8.998259,1.5267451,8.998259,1.5267451,12.0,18.0,15.0,2.5,2.0
157,intercepted,1,13,328.7198,1,9,13,10.451594,2.159684,10.451594,2.159684,12.0,18.0,15.0,2.5,2.0
158,intercepted,1,34,308.0398,1,9,34,2.2489326,1.2269951,5.3040743,1.2269951,12.0,18.0,15.0,2.5,2.0
159,intercepted,1,22,264.182,1,10,22,2.6882992,0.66976386,5.8204813,0.66976386,12.0,18.0,15.0,2.5,2.0
160,soldier_caught,0,12,123.653946,1,10,-1,1.4171684,5.1622443,1.4171684,7.9298067,12.0,18.0,15.0,2.5,2.0
161,unsafe_intercept,0,11,22.658737,1,10,-1,3.3474102,2.0825837,3.3474102,2.0825837,12.0,18.0,15.0,2.5,2.0
162,soldier_caught,0,20,103.680176,1,13,-1,1.071762,4.8946652,1.071762,6.6124735,12.0,18.0,15.0,2.5,2.0
163,soldier_caught,0,21,111.10785,1,14,-1,0.6105795,4.087453,0.6105795,7.075811,12.0,18.0,15.0,2.5,2.0
164,soldier_caught,0,18,70.144226,1,7,-1,0.75700456,2.8442209,0.75700456,2.8442209,12.0,18.0,15.0,2.5,2.0
165,unsafe_intercept,0,26,54.506927,1,10,-1,2.4630337,2.389349,2.4630337,2.389349,12.0,18.0,15.0,2.5,2.0
166,soldier_caught,0,21,146.74338,1,15,-1,1.8674608,2.6528347,1.8674608,9.224323,12.0,18.0,15.0,2.5,2.0
167,soldier_caught,0,12,115.51068,1,8,-1,1.5406404,3.4129457,1.5406404,3.4129457,12.0,18.0,15.0,2.5,2.0
168,intercepted,1,27,407.91406,1,15,27,2.3849611,0.7608123,5.3027415,0.7608123,12.0,18.0,15.0,2.5,2.0
169,soldier_caught,0,16,110.73988,1,8,-1,1.3135029,3.188934,1.3135029,8.944648,12.0,18.0,15.0,2.5,2.0
170,intercepted,1,36,399.99274,1,16,36,2.5221176,1.3014331,4.7444196,1.3014331,12.0,18.0,15.0,2.5,2.0
171,intercepted,1,23,298.71307,1,10,23,2.4274933,2.0200891,5.0878553,2.0200891,12.0,18.0,15.0,2.5,2.0
172,intercepted,1,30,380.0065,1,21,30,3.2458746,2.436591,8.1360855,2.436591,12.0,18.0,15.0,2.5,2.0
173,intercepted,1,17,279.54178,1,15,17,15.079695,1.7896603,15.079695,1.7896603,12.0,18.0,15.0,2.5,2.0
174,soldier_caught,0,19,39.681076,1,12,-1,1.6718018,0.9155205,1.6718018,0.9155205,12.0,18.0,15.0,2.5,2.0
175,intercepted,1,11,299.61707,1,8,11,5.72843,2.4754407,6.433576,2.4754407,12.0,18.0,15.0,2.5,2.0
176,unsafe_intercept,0,33,37.59749,1,9,-1,2.8584867,1.8813522,2.8584867,1.8813522,12.0,18.0,15.0,2.5,2.0
177,soldier_caught,0,16,121.17992,1,10,-1,1.8215665,2.7111309,1.8215665,12.508307,12.0,18.0,15.0,2.5,2.0
178,intercepted,1,21,406.52194,1,17,21,8.255165,1.671178,8.255165,1.671178,12.0,18.0,15.0,2.5,2.0
179,intercepted,1,14,317.85284,1,9,14,7.365832,1.2566481,7.365832,1.2566481,12.0,18.0,15.0,2.5,2.0
180,intercepted,1,12,344.87332,1,9,12,9.485272,1.0099838,9.485272,1.0099838,12.0,18.0,15.0,2.5,2.0
181,soldier_caught,0,14,124.64105,1,12,-1,1.2102414,5.553973,1.2102414,8.205028,12.0,18.0,15.0,2.5,2.0
182,soldier_caught,0,22,122.045,1,9,-1,1.7256835,2.9989252,1.7256835,9.304929,12.0,18.0,15.0,2.5,2.0
183,soldier_caught,0,21,86.13042,1,9,-1,1.8340148,2.6040194,1.8340148,2.6040194,12.0,18.0,15.0,2.5,2.0
184,soldier_caught,0,38,82.00491,1,8,-1,1.3056041,2.8796127,1.3056041,10.082927,12.0,18.0,15.0,2.5,2.0
185,intercepted,1,12,320.97986,1,9,12,3.30426,1.4039078,3.9800982,1.4039078,12.0,18.0,15.0,2.5,2.0
186,unsafe_intercept,0,14,6.2838745,1,8,-1,2.5449877,1.645069,2.5449877,1.645069,12.0,18.0,15.0,2.5,2.0
187,soldier_caught,0,12,123.530075,1,9,-1,0.6790027,4.750797,0.6790027,6.593458,12.0,18.0,15.0,2.5,2.0
188,intercepted,1,29,316.14554,1,11,29,2.7805197,1.419978,5.117303,1.419978,12.0,18.0,15.0,2.5,2.0
189,soldier_caught,0,21,113.72769,1,10,-1,1.6480191,3.1077175,1.6480191,3.83346,12.0,18.0,15.0,2.5,2.0
190,intercepted,1,24,354.625,1,15,24,5.312288,1.6760635,6.393565,1.6760635,12.0,18.0,15.0,2.5,2.0
191,intercepted,1,19,352.2023,1,9,19,2.6249778,1.7619092,6.0567904,1.7619092,12.0,18.0,15.0,2.5,2.0
192,soldier_caught,0,22,117.263565,1,15,-1,0.5113583,3.035576,0.5113583,12.25078,12.0,18.0,15.0,2.5,2.0
193,intercepted,1,11,281.31506,1,10,11,8.2322445,1.628584,8.2322445,1.628584,12.0,18.0,15.0,2.5,2.0
194,intercepted,1,13,329.94702,1,12,13,4.181511,1.6986147,4.181511,1.6986147,12.0,18.0,15.0,2.5,2.0
195,intercepted,1,23,378.2987,1,12,23,2.155507,1.0601622,5.4301376,1.0601622,12.0,18.0,15.0,2.5,2.0
196,soldier_caught,0,12,110.332565,1,9,-1,1.1378515,4.6944075,1.1378515,5.6911874,12.0,18.0,15.0,2.5,2.0
197,soldier_caught,0,17,108.32466,1,9,-1,0.9967635,4.317696,0.9967635,9.083314,12.0,18.0,15.0,2.5,2.0
198,unsafe_intercept,0,13,86.2272,1,10,-1,2.8000247,2.1575572,2.8000247,2.1575572,12.0,18.0,15.0,2.5,2.0
199,soldier_caught,0,22,105.39215,1,10,-1,1.0511479,3.4114873,1.0511479,10.68425,12.0,18.0,15.0,2.5,2.0
200,intercepted,1,19,316.62344,1,10,19,2.903299,1.0913069,3.5586982,1.0913069,12.0,18.0,15.0,2.5,2.0
201,intercepted,1,14,332.37857,1,9,14,12.225092,2.238942,12.225092,2.238942,12.0,18.0,15.0,2.5,2.0
202,intercepted,1,12,299.64615,1,8,12,13.543577,0.44687557,14.336421,0.44687557,12.0,18.0,15.0,2.5,2.0
203,intercepted,1,12,271.76343,1,11,12,8.358298,1.1235639,8.358298,1.1235639,12.0,18.0,15.0,2.5,2.0
204,intercepted,1,16,317.11163,1,15,16,6.96255,2.0844986,6.96255,2.0844986,12.0,18.0,15.0,2.5,2.0
205,soldier_caught,0,14,141.15918,1,12,-1,1.461147,2.6039457,1.461147,11.463234,12.0,18.0,15.0,2.5,2.0
206,intercepted,1,8,259.01123,1,7,8,7.2455883,0.7212104,7.2455883,0.7212104,12.0,18.0,15.0,2.5,2.0
207,intercepted,1,13,298.22864,1,9,13,8.031818,2.4671457,8.031818,2.4671457,12.0,18.0,15.0,2.5,2.0
